Binomial.1.2,k_medoid_herbivore,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Notes,Food.Handling.Source,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Sthenurus_tindalei,yes,Reported,Johnson C Australia‰Û¡Ì_åÁÌÎÌùÌ´åÈs Mammal Extinctions. A 50000 year History (2007),NA,NA,Estimated Isotopes (C13 + 018) + Dental wear (microwear) Genus,"DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50",Genus level diet only,Reported Family,extrapolated based on extant relatives,NA,"DeSantis et al. 2017 from DeSantis, L. R. G., Field, J. H., Wroe, S., & Dodson, J. R. (2017). Dietary responses of Sahul (Pleistocene Australiaâ€“New Guinea) megafauna to climate and environmental change. Paleobiology, 43(02), 181â€“195. https://doi.org/10.1017/pab.2016.50","Dense, closed canopy woodland",NA,,NA,hoofed,Monodactyl hoof-like 'unguligrade',Wells & Tedford 1995,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Stockoceros_conklingi,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Expert Species,"Davis, M. (2017). What North Americaâ€™s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society of London B: Biological Sciences, 284(1846), 1â€“7. https://doi.org/10.1098/rspb.2016.2116",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Sus_ahoenobarbus,yes,Assumed isometric based on head-body length,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",Sus_barbatus,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",Estimated,1,Handbook of the mammals of the world assumes it is similar to S. barbatus,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Reported morphology Genus,3,3,0,3,Gregarious,"handbook of mammals of the world it is not sure whether the species is solitary or gregarious, though they suspect the latter",1,rooting,,,1,NA
Sus_barbatus,yes,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,Estimated,1,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Gregarious,NA,1,rooting,,,1,NA
Sus_brachgnathus,yes,As relative of suggested similar size,"Considered a small pig by Hardjasasmita, Suidae in Indonesia, Scripta Geology 85 (1987)",NA,NA,Imputed,No data found,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",Inferred,Mouth,,NA,hoofed,2-toed unguligrade,Reported morphology Genus,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Sus_cebifrons,yes,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,Estimated,1,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Gregarious,NA,1,rooting,,,1,NA
Sus_celebensis,yes,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,Estimated,1B,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,3,Gregarious,"handbook of mammals of the world it is not sure whether the species is solitary or gregarious, though they suspect the latter",1,rooting,,,1B,NA
Sus_oliveri,yes,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 120: 163-191 (1997),Sus_cebifrons,Zoological Journal of the Linnean Society 120: 163-191 (1997),Imputed,NA,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Reported morphology Genus,3,3,0,3,Gregarious,NA,extrapolated.genus.mode,rooting,,,Inferred from extant relatives,NA
Sus_philippensis,yes,Assumed isometric based on skull size,Zoological Journal of the Linnean Society 120: 163-191 (1997),Sus_cebifrons,Zoological Journal of the Linnean Society 120: 163-191 (1997),Imputed,NA,NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,3,Gregarious,"Almost nothing is know about the social behaviour of this species. The source I am quoting is hence is not an original source. The original source is: 'Guide to Philippine flora and fauna: Birds and Mammals', but this book could not be located",20,rooting,,,Inferred from extant relatives,NA
Sus_scrofa,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,"1,23",NA,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Gregarious,NA,1,rooting,,,"1,23",NA
Sus_verrucosus,yes,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,Estimated,1,Handbook of the mammals of the world assumes it is similar to S. scrofa,Reported Family,"2, Meijaard, E., Oliver, W. L. R., & d’Huart, J. P. (2011). Suidae. Handbook of the mammals of the world, 2, 248-291.",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Gregarious,NA,1,rooting,,,1,NA
Sylvicapra_grimmia,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,1,0,2,Solitary/pairs,NA,11,,,,,NA
Symphalangus_syndactylus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Family,2,NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA
Syncerus_caffer,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,11,,,,,NA
Tapirus_augustus,yes,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,Imputed,No data found,NA,Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives,NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Reported limb morphology genus,NA,NA,NA,NA,Solitary/pairs,,Inferred from extant species,,,,,NA
Tapirus_bairdii,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"EltonTraits1.0, IUCN Redlist, Gingerich, P.D. 2003, Land-to-sea transition in early whales: evolution of Eocene Archaeoceti (Cetacea) in relation to skeletal proportions and locomotion of living semiaquatic mammals, Paleobiology 29(3): 429-454.",NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Kubo et al. 2019,0,3,0,0,Solitary/pairs,"The handbook of the mammals of the world does mention multiple (related) tapirs using overlapping habitat. However, they do not indicate gregarious behaviour, hence we classify it as solitary",1,,,,,NA
Tapirus_indicus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"EltonTraits1.0, animaldiversity.org, Gingerich, P.D. 2003, Land-to-sea transition in early whales: evolution of Eocene Archaeoceti (Cetacea) in relation to skeletal proportions and locomotion of living semiaquatic mammals, Paleobiology 29(3): 429-454.",The least aquatic of extant tapirs,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA
Tapirus_merriami,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Expert Species,"Smith, F. A., Smith, R. E. E., Lyons, S. K., & Payne, J. L. (2018). Body size downgrading of mammals over the late Quaternary. Science, 360(6386), 310-313.",NA,Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives; http://library.sandiegozoo.org/factsheets/,fossils associated with marshes in California,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Reported limb morphology genus,NA,NA,NA,NA,Solitary/pairs,,Inferred from extant species,,,,,NA
Tapirus_pinchaque,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"EltonTraits1.0, animaldiversity.org, Gingerich, P.D. 2003, Land-to-sea transition in early whales: evolution of Eocene Archaeoceti (Cetacea) in relation to skeletal proportions and locomotion of living semiaquatic mammals, Paleobiology 29(3): 429-454.",NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA
Tapirus_rondoniensis,yes,As relative of suggested similar size,Following Journal of Mammalian Evolution DOI 10.1007/s10914-012-9196-z the differences between the two species appear entirely realted to shape rather than size,NA,NA,Imputed,No data found,NA,Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives,NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Reported limb morphology genus,NA,NA,NA,NA,Solitary/pairs,,Inferred from extant species,,,,,NA
Tapirus_terrestris,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"EltonTraits1.0, IUCN Redlist, Gingerich, P.D. 2003, Land-to-sea transition in early whales: evolution of Eocene Archaeoceti (Cetacea) in relation to skeletal proportions and locomotion of living semiaquatic mammals, Paleobiology 29(3): 429-454.",NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA
Tapirus_veroensis,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Isotopes (C13) Species,"Kohn, M. J., McKay, M. P., & Knight, J. L. (2005). Dining in the Pleistocene - Whoâ€™s on the menu? Geology, 33(8), 649â€“652. https://doi.org/10.1130/G21476.1",,Reported Family,extrapolated based on extant relatives,NA,Inferred from extant relatives,NA,Proboscis,,Inferred from extant spp,soft,"Technically unguligrade, but modified with thick fleshy pads to hold weight, therefore functionally more similar to digitigrade",Reported limb morphology genus,NA,NA,NA,NA,Solitary/pairs,,Inferred from extant species,,,,,NA
Tayassu_pecari,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,"1,2",NA,"1, 104",NA,Mouth,,NA,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,3,Mega-groups,NA,1,rooting,,,1,NA
Tetracerus_quadricornis,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,1,,,,,NA
Tetrameryx_shuleri,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Expert Species,"Davis, M. (2017). What North Americaâ€™s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Society of London B: Biological Sciences, 284(1846), 1â€“7. https://doi.org/10.1098/rspb.2016.2116",NA,Reported Family,extrapolated based on extant relatives,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Theropithecus_gelada,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Family,"2, 3",NA,14,NA,NA,,NA,soft,,Kubo et al. 2019,3,0,0,3,Mega-groups,NA,14,Rooting,,,14,NA
Toxodon_platensis,yes,Reported,Ecological Archives E084-094 (2003),NA,NA,Estimated Crandiodental + Isotopes (C13) Species,"MacFadden, B. J., & Shockey, B. J. (1997). Ancient feeding ecology and niche differentiation of Pleistocene mammalian herbivores from Tarija, Bolivia: Morphological and isotopic evidence. Paleobiology, 23(1), 77â€“100. https://doi.org/10.1017/S0094837300016651; ï»¿MacFadden, B. J. (2005). Diet and habitat of toxodont megaherbivores (Mammalia, Notoungulata) from the late Quaternary of South and Central America. Quaternary Research, 64(2), 113â€“124. https://doi.org/10.1016/J.YQRES.2005.05.003; de Melo FranÃ§a, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.","de Melo Franca considers this taxa a closed canopy browser, others show substantial variation. Contradictions between different papers and much geographic variation.",Inferred from morphology - locking knees suggest feeding style akin to rhinos or horses,Shockey 2001,"Smith et al. 2010 and 2016 claim, without a source, that this group were foregut fermenters. However, available morphological evidence indicates nonruminant bulk fermentation, which at this body size is likely hindgut colon","Shockey 2001; Dantas M.A.T, Cherkinsky A., Bocherens, H., Drefahl, M., Bernardes, C., de Melo Franca, L. 2017. Isotopic paleoecology of the Pleistocene megamammals from the
Brazilian Intertropical Region: Feeding ecology (d13C), niche breadth
and overlap. Quaternary Science Reviews 170: 152-163",Previously thought to be semi-aquatic equivalent of a hippo. Oxygen isotopes show that it was most likely fully terrestrial and more similar to a rhino.,Mouth,,Vizcaino et al. 2009,soft,"Rhino/tapir like foot, probably supported by thick pad. Functionally digitigrade",Shockey 2001,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Trachypithecus_johnii,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,14,NA,NA,,NA,soft,,Kubo et al. 2019,2,0,0,0,Gregarious,NA,14,,,,,NA
Trachypithecus_pileatus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,14,NA,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,14,NA,NA,,NA,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA
Trachypithecus_shortridgei,yes,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,Imputed,NA,NA,Reported Subfamily,"2,3,99",Colobin monkeys appear to be the sole primate group that has developed FG fermentation,14,NA,NA,,NA,soft,,Reported morphology genus,0,0,0,0,Gregarious,NA,91,,,,,NA
Tragelaphus_angasii,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,"1,11, 25",NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_buxtoni,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_derbianus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_eurycerus,yes,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Estimated,1,NA,Reported Family,2,NA,"1, 104",NA,Mouth,,NA,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
